MolecularFormula,split,smiles,Activity(IC50),Activity(pIC50)
C25H31N4O6P,train,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)[C@@H]2CCCN2)cc1,400,6.397940009
C25H29N2O8P,train,COC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)OC)cc2)C2CCCN2C(=O)[C@@H]2CCCN2)cc1,16,7.795880017
C31H39N4O10P,train,CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)[C@@H]2CCCN2)cc1,23,7.638272164
C17H26ClN3O,train,C[C@H](C[C@H](N)C(=O)N1CCCCC1)NCc1ccc(Cl)cc1,250000,3.602059991
C16H16FN5O2,train,Cn1c(=O)c2c(-c3ccc(F)cc3)c(CN)c(N)nc2n(C)c1=O,1070,5.970616222
C16H16BrN5O2,train,Cn1c(=O)c2c(-c3ccc(Br)cc3)c(CN)c(N)nc2n(C)c1=O,128,6.89279003
C17H19N5O3,train,COc1ccccc1-c1c(CN)c(N)nc2c1c(=O)n(C)c(=O)n2C,57,7.244125144
C17H16N6O2,train,Cn1c(=O)c2c(-c3ccccc3C#N)c(CN)c(N)nc2n(C)c1=O,69,7.161150909
C16H16BrN5O2,train,Cn1c(=O)c2c(-c3ccccc3Br)c(CN)c(N)nc2n(C)c1=O,17,7.769551079
C16H15Cl2N5O2,train,Cn1c(=O)c2c(-c3cccc(Cl)c3Cl)c(CN)c(N)nc2n(C)c1=O,371,6.43062609
C16H15Cl2N5O2,train,Cn1c(=O)c2c(-c3ccc(Cl)cc3Cl)c(CN)c(N)nc2n(C)c1=O,24,7.619788758
C16H15Cl2N5O2,train,Cn1c(=O)c2c(-c3cc(Cl)ccc3Cl)c(CN)c(N)nc2n(C)c1=O,29,7.537602002
C16H15ClFN5O2,train,Cn1c(=O)c2c(-c3cc(F)ccc3Cl)c(CN)c(N)nc2n(C)c1=O,7.6,8.119186408
C16H15BrFN5O2,train,Cn1c(=O)c2c(-c3cc(F)ccc3Br)c(CN)c(N)nc2n(C)c1=O,4.8,8.318758763
C16H14BrFN4O3,train,Cn1c(=O)c2c(-c3cc(F)ccc3Br)c(CN)c(O)nc2n(C)c1=O,260,6.585026652
C17H17BrFN5O2,train,CNc1nc2c(c(-c3cc(F)ccc3Br)c1CN)c(=O)n(C)c(=O)n2C,2.8,8.552841969
C18H19BrFN5O2,train,CCNc1nc2c(c(-c3cc(F)ccc3Br)c1CN)c(=O)n(C)c(=O)n2C,6.9,8.161150909
C20H23BrFN5O2,train,CCN(CC)c1nc2c(c(-c3cc(F)ccc3Br)c1CN)c(=O)n(C)c(=O)n2C,2.8,8.552841969
C20H21BrFN5O3,train,Cn1c(=O)c2c(-c3cc(F)ccc3Br)c(CN)c(N3CCOCC3)nc2n(C)c1=O,4.6,8.337242168
C21H24BrFN6O2,train,CN1CCN(c2nc3c(c(-c4cc(F)ccc4Br)c2CN)c(=O)n(C)c(=O)n3C)CC1,9.9,8.004364805
C21H23F3N4O2,train,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccn1)Cc1cc(F)c(F)cc1F,0.49,9.30980392
C20H28N4O2,train,C[C@H](CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,911,6.040481623
C16H20F3N3O2,train,C[C@H]1C(=O)NCCCN1C(=O)C[C@@H](N)Cc1cc(F)c(F)cc1F,2300,5.638272164
C18H25N5O2,train,CC(C)(CC(=O)NCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,433,6.363512104
C19H26N4O2,train,CC(C)(CC(=O)NCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,239,6.621602099
C18H24N4O2,train,CC(C)(CC(=O)Nc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,207,6.684029655
C20H25F3N4O2,train,CC(C)(CC(=O)NCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,190,6.721246399
C16H18ClFN4O2,train,C[C@H](c1nc(-c2ccc(F)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,830,6.080921908
C15H19F2N3O2,train,C[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,89,7.050609993
C19H20F2N2O2,train,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)c(F)c1,39,7.408935393
C24H28N4O2,train,CC(C)(CC(=O)Nc1ccc(-c2ccccc2)cc1)NCC(=O)N1CCC[C@H]1C#N,269,6.57024772
C22H32N4O2,train,CC(C)(CC(=O)NC(C)(C)Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,1300,5.886056648
C20H28N4O2,train,C[C@@H](CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,42,7.37675071
C22H32N4O4,train,COc1ccc(CCNC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1OC,232,6.634512015
C21H30N4O2,train,Cc1ccc(CCNC(=O)CC(C)(C)NCC(=O)N2CCC[C@H]2C#N)cc1,252,6.598599459
C19H22N2O2,train,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1,280,6.552841969
C19H21FN2O2,train,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1F,3800,5.420216403
C20H22F3N5O2,train,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1cnccn1)Cc1cc(F)c(F)cc1F,0.29,9.537602002
C19H21ClN2O2,train,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(Cl)cc1,820,6.086186148
C19H25N5O2,train,[N-]=[N+]=N[C@@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)CCCc2ccccc2)C1,100000,4
C27H31N5O2,train,O=C([C@@H]1C[C@@H](n2cc(-c3ccccc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C27H38N6O4,train,CC(C)(C)OC(=O)NCc1cn([C@@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,100000,4
C20H24N6O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](N=[N+]=[N-])CN1C(=O)CCCc1ccccc1,100000,4
C28H37N7O4,train,CC(C)(C)OC(=O)NCc1cn([C@H]2C[C@@H](C(=O)N3CCC[C@H]3C#N)N(C(=O)CCCc3ccccc3)C2)nn1,100000,4
C27H38N6O4,train,CC(C)(C)OC(=O)NCc1cn([C@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,100000,4
C27H31N5O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccccc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C27H30FN5O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccc(F)cc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C27H29F2N5O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccc(F)cc3F)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C27H29F2N5O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccc(F)c(F)c3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C27H30BrN5O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccc(Br)cc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C24H26N6O3,train,O=C([C@@H]1C[C@H](n2cc(-c3ccccn3)nn2)CN1C(=O)OCc1ccccc1)N1CCCC1,100000,4
C26H30N6O2,train,O=C([C@@H]1C[C@H](n2cc(-c3ccccn3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C29H35N5O3,train,O=C([C@@H]1C[C@H](n2cc(COCc3ccccc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C22H30N6O2,train,NCc1cn([C@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,100000,4
C26H36N6O3,train,O=C([C@@H]1C[C@H](n2cc(CN3CCOCC3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,50000,4.301029996
C26H37N7O2,train,O=C([C@@H]1C[C@H](n2cc(CN3CCNCC3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C17H21N5O3,train,[N-]=[N+]=N[C@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)OCc2ccccc2)C1,100000,4
C19H25N5O2,train,[N-]=[N+]=N[C@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)CCCc2ccccc2)C1,100000,4
C19H23N5O3,train,O=C([C@@H]1C[C@H](n2ccnn2)CN1C(=O)OCc1ccccc1)N1CCCC1,100000,4
C22H31N5O3Si,train,C[Si](C)(C)c1cn([C@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)OCc3ccccc3)C2)nn1,100000,4
C24H31N5O2,train,O=C([C@@H]1C[C@H](n2cc(C3CC3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,100000,4
C25H34N6O5,train,CC(C)(C)OC(=O)NCc1cn([C@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)OCc3ccccc3)C2)nn1,100000,4
C19H27N5O2,train,CC(C)(CC(=O)NCCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,118,6.928117993
C17H19Cl2N3O2,train,C[C@H](c1nc(-c2ccc(Cl)cc2Cl)co1)[C@H](N)C(=O)N1CCCC1,1830,5.73754891
C19H21FN2O2,train,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,84,7.075720714
C17H21ClFN5O4S,train,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@@H](F)C1,19,7.721246399
C17H19F3N4O4S,train,C[C@H](c1nc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,330,6.48148606
C17H23N5O4S,train,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,520,6.283996656
C17H21FN4O4S,train,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2F)no1)[C@H](N)C(=O)N1CCCC1,43,7.366531544
C16H19FN4O2,train,C[C@H](c1nc(-c2ccccc2F)no1)[C@H](N)C(=O)N1CCCC1,4790,5.319664487
C17H19F3N4O2,train,C[C@H](c1nc(-c2ccccc2C(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1,4820,5.316952962
C20H26ClFN4O4S,train,CC(C)C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1,13,7.886056648
C16H18Cl2N4O2,train,C[C@H](c1nc(-c2cc(Cl)cc(Cl)c2)no1)[C@H](N)C(=O)N1CCCC1,7360,5.133122186
C21H27FN4O4S,train,Cc1cc(S(C)(=O)=O)ccc1-c1noc([C@@H](CC2CC2)[C@H](N)C(=O)N2CC[C@H](F)C2)n1,31,7.508638306
C16H19ClN4O2,train,C[C@H](c1nc(-c2ccc(Cl)cc2)no1)[C@H](N)C(=O)N1CCCC1,3820,5.417936637
C17H19F3N4O3,train,C[C@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,1800,5.744727495
C17H19F3N4O2,train,C[C@H](c1nc(-c2ccc(C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1,1610,5.793174124
C24H25F3N4O3S,train,N[C@@H](CC(=O)NC1(c2cccc(-n3ccnc3)c2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,12,7.920818754
C18H22ClFN4O5S,train,CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1,70,7.15490196
C16H18Cl2N4O2,train,C[C@H](c1nnc(-c2ccc(Cl)cc2Cl)o1)[C@H](N)C(=O)N1CCCC1,560,6.251811973
C16H18Cl2N4O2,train,C[C@H](c1noc(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1,1210,5.91721463
C26H28FN3O3S,train,N[C@@H](CC(=O)NC1(c2cccc(-c3ccncc3)c2)CCS(=O)(=O)CC1)Cc1ccccc1F,490,6.30980392
C24H26FN3O3S2,train,N[C@@H](CC(=O)NC1(c2cccc(-c3nccs3)c2)CCS(=O)(=O)CC1)Cc1ccccc1F,390,6.408935393
C24H26FN3O3S2,train,N[C@@H](CC(=O)NC1(c2cccc(-c3cncs3)c2)CCS(=O)(=O)CC1)Cc1ccccc1F,41,7.387216143
C25H29FN4O3S,train,Cn1cncc1-c1cccc(C2(NC(=O)C[C@H](N)Cc3ccccc3F)CCS(=O)(=O)CC2)c1,84,7.075720714
C25H28FN3O3S2,train,Cc1ncc(-c2cccc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)c2)s1,280,6.552841969
C24H24F3N3O3S2,train,N[C@@H](CC(=O)NC1(c2nc(-c3ccccc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,16,7.795880017
C25H28FN3O4S2,train,COc1cccc(-c2csc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)n2)c1,24,7.619788758
C25H28FN3O4S2,train,COc1ccc(-c2csc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)n2)cc1,670,6.173925197
C25H26F3N3O4S2,train,COc1ccccc1-c1csc(C2(NC(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCS(=O)(=O)CC2)n1,59,7.229147988
C24H23ClF3N3O3S2,train,N[C@@H](CC(=O)NC1(c2nc(-c3ccc(Cl)cc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,1100,5.958607315
C25H23F6N3O3S2,train,N[C@@H](CC(=O)NC1(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,110,6.958607315
C25H23F6N3O3S2,train,N[C@@H](CC(=O)NC1(c2nc(-c3cccc(C(F)(F)F)c3)cs2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,190,6.721246399
C23H23F3N4O4S,train,N[C@@H](CC(=O)NC1(c2nnc(-c3ccccc3)o2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,94,7.026872146
C23H22F4N4O4S,train,N[C@@H](CC(=O)NC1(c2nnc(-c3cccc(F)c3)o2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,55,7.259637311
C24H25F3N4O5S,train,COc1cccc(-c2nnc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)o2)c1,50,7.301029996
C25H27F3N4O3S,train,Cn1cc(-c2ccccc2)nc1C1(NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CCS(=O)(=O)CC1,160,6.795880017
C25H28FN3O3S2,train,Cc1sc(C2(NC(=O)C[C@H](N)Cc3ccccc3F)CCS(=O)(=O)CC2)nc1-c1ccccc1,72,7.142667504
C21H23F3N2O3S,train,N[C@@H](CC(=O)NC1(c2ccccc2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,83,7.080921908
C29H50O,train,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,28840,4.540004744
C18H23F4N3O3S,train,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,21,7.677780705
C18H24F3N3O3S,train,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,48,7.318758763
C14H19N3OS,train,O=C([C@@H]1C[C@H](Nc2ccccc2)CN1)N1CCSC1,147,6.832682665
C18H23F2N3O2S,train,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,53,7.27572413
C16H20FN3OS,train,O=C([C@@H]1C[C@H](N2CCc3cc(F)ccc32)CN1)N1CCSC1,5.8,8.236572006
C16H20BrN3OS,train,O=C([C@@H]1C[C@H](N2CCc3cc(Br)ccc32)CN1)N1CCSC1,6.5,8.187086643
C14H19N3O3S2,train,O=C([C@@H]1C[C@H](NS(=O)(=O)c2ccccc2)CN1)N1CCSC1,300,6.522878745
C8H14N2OS,train,O=C([C@@H]1CCCN1)N1CCSC1,558,6.253365801
C12H21FN2O,train,N[C@H](C(=O)N1CC[C@H](F)C1)C1CCCCC1,170,6.769551079
C20H27F2N3O3,train,N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,830,6.080921908
C16H20N4O3S,train,O=C([C@@H]1C[C@H](N2CCc3cc([N+](=O)[O-])ccc32)CN1)N1CCSC1,7.9,8.102372909
C27H30O16,train,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,145000,3.838631998
C18H24N4O2S,train,N#Cc1ccc(CN(CCO)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,17,7.769551079
C20H29N3O3,train,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,94,7.026872146
C23H25N5O3,train,COc1cc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2cc1OC,19,7.721246399
C16H19N5O2S,train,N#Cc1ccc(NC(=O)N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,85.9,7.066006836
C21H20FN5O,train,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cccc(F)c2c1=O,5,8.301029996
C18H22N4O3S,train,N#Cc1ccc(CN(CC(=O)O)[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,16.8,7.774690718
C22H23N5O2,train,COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1,8,8.096910013
C21H20BrN5O,train,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(Br)cc2c1=O,5,8.301029996
C17H22N4OS,train,CN(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,9.6,8.017728767
C19H26N4OS,train,CC(C)N(Cc1ccc(C#N)cc1)[C@@H]1CN[C@H](C(=O)N2CCSC2)C1,7.1,8.148741651
C15H18N2O3S,train,O=C(O[C@@H]1CN[C@H](C(=O)N2CCSC2)C1)c1ccccc1,300,6.522878745
C21H21N5O,train,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccccc2c1=O,13,7.886056648
C17H14F6N6,train,N[C@H]1CN(c2ccc3nnc(C(F)(F)F)n3n2)CC[C@@H]1c1cc(F)c(F)cc1F,9,8.045757491
C22H18F4N6,train,N[C@H]1CN(c2ccc3nnc(-c4ccc(F)cc4)n3n2)CC[C@@H]1c1cc(F)c(F)cc1F,16,7.795880017
C18H25N3O2,train,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@H](C1)C[C@@](O)(C3)C2,23,7.638272164
C18H24FN3O3,train,C=COCC(=O)N1CCN(C(=O)C[C@H](N)Cc2ccccc2F)CC1,2209,5.655804284
C19H24F3N3O2,train,C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8,8.096910013
C16H16F3N3,train,N[C@H]1CN(c2cccnc2)CC[C@@H]1c1cc(F)c(F)cc1F,144,6.841637508
C17H15F6N3,train,N[C@H]1CN(c2cccc(C(F)(F)F)n2)CC[C@@H]1c1cc(F)c(F)cc1F,111,6.954677021
C18H24F3N3O2,train,CC[C@@H]1C(=O)NC[C@H](C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,37.3,7.428291168
C18H21F6N3O2,train,C[C@H]1CNC(=O)[C@@H](CC(F)(F)F)N(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C1,24.6,7.609064893
C18H21F6N3O2,train,C[C@@H]1CNC(=O)[C@@H](CC(F)(F)F)N(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C1,143,6.844663963
C17H22F3N3O2,train,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](C)C(=O)N1,15.1,7.821023053
C18H21F6N3O2,train,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](CC(F)(F)F)C(=O)N1,34.3,7.46470588
C22H25F3N4O2,train,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccn2)C(=O)N1,11,7.958607315
C28H36FN3O5,train,Cc1ccc(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(O[C@H](C(=O)O)C(C)C)cc1,33,7.48148606
C23H26FN3O4S,train,N[C@@H](CC(=O)N1CSC[C@H]1C(=O)NCc1ccc(CC(=O)O)cc1)Cc1ccccc1F,37,7.431798276
C21H21FN6O,train,O=C([C@@H]1Cc2ccc(-c3cccc(-c4nnn[nH]4)c3)cc2CN1)N1CC[C@H](F)C1,310,6.508638306
C15H15F3N4,train,N[C@H]1CN(c2ccncn2)CC[C@@H]1c1cc(F)c(F)cc1F,37,7.431798276
C15H15F3N4,train,N[C@H]1CN(c2cnccn2)CC[C@@H]1c1cc(F)c(F)cc1F,82,7.086186148
C18H25F2N3O2,train,CCN1CCCN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)[C@H](C)C1=O,20.7,7.684029655
C18H23F2N3O4,train,C[C@@H]1C(=O)N(CC(=O)O)CCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,69.9,7.155522824
C17H22F3N3O2,train,C[C@@H]1C(=O)N(C)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,11.5,7.93930216
C23H20F6N4O,train,N[C@@H](CC(=O)N1CCn2cc(C(F)(F)F)nc2C1c1ccc(F)cc1)Cc1ccc(F)c(F)c1,1397,5.854803594
C15H15F3N4,train,N[C@H]1CN(c2cccnn2)CC[C@@H]1c1cc(F)c(F)cc1F,63,7.200659451
C20H18F3N3,train,N[C@H]1CN(c2nccc3ccccc23)CC[C@@H]1c1cc(F)c(F)cc1F,3700,5.431798276
C18H16F3N5,train,N[C@H]1CN(c2ccc3nccnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F,7,8.15490196
C19H23F4N3O2,train,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,55,7.259637311
C18H24F3N3O3,train,C[C@@H]1C(=O)N(CCO)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,15.1,7.821023053
C22H25F2N3O2,train,CN(C)C(=O)[C@H](c1ccc(-c2ccc(F)cc2)cc1)[C@@H](N)C(=O)N1CC[C@H](F)C1,1460,5.835647144
C17H15F3N6,train,N[C@H]1CN(c2cnc3cncnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F,43,7.366531544
C17H14F6N6,train,N[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)CC[C@@H]1c1cc(F)c(F)cc1F,5,8.301029996
C21H20F3N5,train,N[C@H]1CN(c2ccc3ncnc(C4CC4)c3n2)CC[C@@H]1c1cc(F)c(F)cc1F,8,8.096910013
C19H18F3N5O,train,Cc1nc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nc2c(=O)[nH]1,7,8.15490196
C18H16F3N5O,train,N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F,1.2,8.920818754
C16H15F3N6,train,N[C@H]1CN(c2ccc3nncn3n2)CC[C@@H]1c1cc(F)c(F)cc1F,31,7.508638306
C17H17F3N6,train,Cc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12,6,8.22184875
C17H18F5N5OS,train,CSc1cc(F)c(C[C@@H](N)CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)cc1F,780,6.107905397
C17H20F5N3O4S,train,N[C@H](C(=O)N1CCC(F)(F)C1)[C@@H]1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,995,6.002176919
C17H28N4O4,train,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C(C)(C)C)n1,223,6.651695137
C14H20N4O5,train,Cc1nc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)C(=O)O)no1,7939,5.100234198
C19H27N3O3S,train,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,25,7.602059991
C20H26N2O2,train,COc1ccc(N2CCC(N)C(c3cccc(C)c3)C2)cc1OC,600,6.22184875
C20H26N2O3,train,COc1cccc(C2CN(c3ccc(OC)c(OC)c3)CCC2N)c1,25600,4.591760035
C18H23N3O2,train,COc1ccc(N2CCC(N)C(c3ccccn3)C2)cc1OC,8900,5.050609993
C19H26N4O3S,train,Cc1nnc(C(=O)[C@@H]2CSCN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,224,6.649751982
C19H23FN4O3,train,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C(=O)c1ncon1,35,7.455931956
C17H27FN4O4,train,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,22,7.657577319
C18H19F6N5,train,N[C@H]1C[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F,140,6.853871964
C11H20N2OS,train,N[C@H](C(=O)N1CCSC1)C1CCCCC1,89,7.050609993
C16H17F4N5O,train,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(F)c1,135,6.869666232
C15H24N4O2,train,CN(C)C(=O)CC[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,2.4,8.619788758
C11H16N4O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(N)=O)CN1,7.7,8.113509275
C13H20N4O2,train,CCNC(=O)[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,4.4,8.356547324
C22H30N4O3,train,Cc1cc(C)c(-c2nnc(C(=O)[C@@H]3CCCN3C(=O)CNC(C)(C)C)o2)c(C)c1,17,7.769551079
C14H22N4O4,train,Cc1nnc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)CO)o1,255,6.59345982
C20H32N4O3,train,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C2(C)CCCCC2)n1,95,7.022276395
C21H25ClN2O2,train,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,4,8.397940009
C16H16Cl2F3N5O,train,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1Cl,180,6.744727495
C18H28N4O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCCCCC2)CN1,11,7.958607315
C17H28N4O4,train,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,47,7.327902142
